"Código","Descripción","Forma","Concentración","Pres.","I NA","II NA","III NA","Vía Adm.","Indicaciones","Reg. Terapéutico"
"L01DB01","Doxorubicina","Solido parenteral","10 mg y 50 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Leucemia linfoblastica aguda.Leucemia mieloide aguda.Tumores sólidos.Cáncer (mama, estomago, tiroides, pulmonar de células pequeñas, células escamosas de cuello y cabeza, mieloma múltiple, linfomas).Sarcoma de tejidos blandos y osteosarcoma.Rabdomiosarcoma.Neuroblastoma.Tumor de Wilms.Hepatoma.Cáncer avanzado de ovario, intravesical para cáncer de vejiga, carcinoma endometrial avanzado recurrente. ",""
"L01DB02","Daunorubicina","Solido parenteral","20 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Leucemia mieloide aguda, leucemia linfoide aguda. ",""
"L01DB03","Epirubicina","","10 mg y 50 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Cáncer de mama, cáncer de ovario, cáncer gástrico, cáncer de esófago.Osteosarcoma, sarcoma de tejidos blandos.",""
"L01DB06","Idarubicina","","10 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Leucemia mieloide aguda, leucemia linfoide aguda. ",""
"L01DB07","Mitoxantrona","Liquido parenteral","2 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Leucemia mieloide aguda.Cáncer de próstata resistente a la castración.Linfomas, sarcomas pediátricos.Esclerosis múltiple progresiva secundaria (recaídas).",""
"L01DC01","Bleomicina","Solido parenteral","15 UI","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Carcinoma de células escamosas (cabeza, cuello, pene, vulva, cérvix).Linfoma, tumor germinal.Agente esclerosante para el tratamiento de derrame pleural maligno.Melanoma.Enfermedad de Hodking.",""
"L01DC03","Mitomicina","Solido parenteral","20 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Cáncer refractario de estómago.Cáncer de canal anal.Cáncer de vejiga, superficial.",""
"L01EA01","Imatinib","Solido oral","100 mg - 400 mg","E (p) Especialista, Protocolo","","","1","O        Oral","Indicación general: Uso exclusivo en pacientes con Leucemia Mieloidea Crónica con cromosoma Philadelfia positivo.",""
"L01EA03","Nilotinib*","Solido oral","150 mg  y 200 mg","HE     Hospitalario Especialista","","1","1","O        Oral","Indicación exclusiva:Pacientes con leucemia mieloide crónica que tengan la presencia de cromosoma Filadelfia + y que han fracasado a Imatinib o cualquier inhibidor de tirosina quinasa sea por resistencia o intolerancia.",""
"L01EB03","Afatinib*","Solido oral","20-50 mg","HE     Hospitalario Especialista","","","1","O        Oral","Indicación exclusiva: Tratamiento de pacientes adultos con cáncer de pulmón de células no pequeñas (CPCNP) localmente avanzado o metastásico, con mutaciones del EGFR específicamente deleción del exón 19. Antes de comenzar el tratamiento con Afatinib, los pacientes deber ser diagnosticados de mutación EGFR positiva en el tumor, confirmada por un método validado.",""
"L01EC01","Vemurafenib*","Solido oral","240 mg","HE     Hospitalario Especialista","","","1","O        Oral","Indicación exclusiva:Tratamiento de pacientes con melanoma metastásico o irresecable con mutación de BRAF V600+, detectada por una prueba validada. Karnofsky mayor a 70%. ",""
"L01ED03","Alectinib*","Solido oral","150 mg","HE (p) Hospitalario Especialista Protocolo","","","1","O        Oral","Indicación aprobada en la 11ª Revisión del CNMB: Tratamiento de primera línea de pacientes adultos con cáncer de pulmón no microcítico avanzado, positivo para la quinasa del linfoma anaplásico (ALK+).",""
"L01EJ01","Ruxolitinib*","Solido oral","5 mg - 20 mg","E    Especialista","","","1","O        Oral","Indicación exclusiva:Pacientes adultos con mielofibrosis que presenten esplenomegalia y síntomas constitucionales.",""
"L01EK01","Axitinib*","Solido oral","5 mg","HE (p) Hospitalario Especialista Protocolo","","","1","O        Oral","Indicación aprobada en la 11ª Revisión del CNMB: Tratamiento para carcinoma avanzado de células (claras) renales tras fracaso a un tratamiento sistémico previo.",""
"L01EL01","Ibrutinib*","Solido oral","140 mg","HE (p) Hospitalario Especialista Protocolo","","","1","O        Oral","Indicaciones aprobadas en la 11ª Revisión del CNMB: Tratamiento de pacientes con leucemia linfocítica crónica en primera línea, que tengan alteraciones de alto riesgo. Tratamiento de pacientes con leucemia linfocítica crónica en segunda línea.",""
"L01EX01","Sunitinib*","Solido oral","12,5 mg - 50 mg","E (p) Especialista, Protocolo","","","1","O        Oral","Indicación exclusiva: Uso exclusivo en pacientes con carcinoma de células claras de riñón estadio avanzado o metastásico con índice Karnofsky del 60% o ECOG 0-2.",""
"L01EX02","Sorafenib*","Solido oral","200 mg","HE     Hospitalario Especialista","","","1","O        Oral","Indicación exclusiva:Carcinoma hepatocelular avanzado o metastásico irresecable. Carcinoma diferenciado de tiroides (papilar/folicular/de células de Hurthle) en progresión, localmente avanzado, resistente al  tratamiento de yodo radioactivo.",""
"L01EX08","Lenvatinib*","Solido oral","4 mg y 10 mg","HE (p) Hospitalario Especialista Protocolo","","","1","O        Oral","Indicación aprobada en la 11ª Revisión del CNMB: Tratamiento en cáncer diferenciado de tiroides en progresión, localmente avanzado o metastásico, resistente a la terapia con yodo radioactivo.",""
"L01FA01","Rituximab","Liquido parenteral","10 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Linfoma no Hodgkin. Granulomatosis de Wegener.Leucemia linfocítica crónica.Poliangitis microscópica.Púrpura trombocitopénica inmune.Leucemias linfocíticas agudas CD20 positivas.Artritis reumatoide de moderada a severa.",""
"L01FA01","Rituximab","Liquido parenteral","1400 mg/11,7 mL","HE (p) Hospitalario Especialista Protocolo","","1","1","P(SC)  Parenteral (Subcutánea)","Indicación general: Linfoma no Hodgkin. Granulomatosis de Wegener.Leucemia linfocítica crónica.Poliangitis microscópica.Púrpura trombocitopénica inmune.Leucemias linfocíticas agudas CD20 positivas.Artritis reumatoide de moderada a severa.",""
"L01FD01","Trastuzumab*","Liquido parenteral","120 mg/mL","E    Especialista","","1","1","P(SC)  Parenteral (Subcutánea)","Indicación exclusiva: Uso exclusivo en pacientes con cáncer de mama que presentan HER 2 Neu positivo +++ (tres cruces) por inmunohistoquímica o Fish positivo.",""
"L01FD01","Trastuzumab*","Solido parenteral","440 mg","HE (p) Hospitalario Especialista Protocolo","","","1","P         Parenteral","Indicación exclusiva: Uso exclusivo en pacientes con cáncer de mama que presentan HER 2 Neu positivo +++ (tres cruces) por inmunohistoquímica o Fish positivo.",""
"L01FD02","Pertuzumab*","Liquido parenteral","30 mg/mL","HE     Hospitalario Especialista","","","1","P         Parenteral","Indicación exclusiva:En combinación con trastuzumab y/o docetaxel para el tratamiento de adultos con cáncer de mama con expresión de HER2+(positivo) localmente avanzado o metastásico, que no han recibido tratamiento previo para enfermedad metastásica anti Her 2 (Inmunohistoquímica +++, FISH + o CISH +), ECOG 0-1, función cardíaca normal.",""
"L01FD03","Trastuzumab Emtansina*","Solido parenteral","100 mg","HE (p) Hospitalario Especialista Protocolo","","","1","P         Parenteral","Indicación aprobada en la 11ª Revisión del CNMB: Tratamiento adyuvante de pacientes con cáncer de mama temprano HER2 positivo que tienen enfermedad invasiva residual después de terapia neoadyuvante basada en taxanos y trastuzumab.",""
"L01FE01","Cetuximab*","Liquido parenteral","5 mg/mL","HE     Hospitalario Especialista","","","1","P         Parenteral","Indicación exclusiva: Cáncer de células escamosas de cabeza y cuello, en combinación con radioterapia.Cáncer colorrectal metastásico irresecable con expresión del receptor del factor de crecimiento epidérmico (EGFR) y con genes K-RAS, N-RAS, B-RAF de tipo nativo no mutado, diagnosticado con un método validado.",""
"L01FF02","Pembrolizumab*","Liquido parenteral","25 mg/mL","HE (p) Hospitalario Especialista Protocolo","","","1","P(IV)  Parenteral (Intravenosa)","Indicación aprobada en la 11ª Revisión del CNMB: Monoterapia para el tratamiento del melanoma avanzado (irresecable o metastásico) en adultos.  ",""
"L01FG01","Bevacizumab*","Liquido parenteral","25 mg/mL","HE (p) Hospitalario Especialista Protocolo","","","1","P         Parenteral","Indicaciones exclusivas: Uso exclusivo en pacientes con carcinoma de células renales, cáncer avanzado de pulmón (no microcítico), cáncer de ovario epitelial, trompa de Falopio, cáncer de cérvix,  peritoneal primario, cáncer de colon metástico  bajo estricto protocolo. Degeneración macular asociada a la edad y otros trastornos oftalmológicos relacionados   fisiopatológicamente con el VEGEF.",""
"L01XA01","Cisplatino","Liquido parenteral/Solido parenteral","10 mg y 50 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Cáncer avanzado de vejiga.Tumores germinales.Cáncer de pulmón.Cáncer de mamá.Cáncer neuroendócrino.Cáncer de cabeza y cuello.Cáncer del canal anal.Osteosarcoma.Linfoma No Hodgkin.Cáncer de endometrio.Cáncer de cérvix.Mesotelioma.Cáncer metastásico primario de origen desconocido.Tumores pediátricos, cáncer de ovario, cancer testicular.",""
"L01XA02","Carboplatino","Liquido parenteral/Solido parenteral","150 mg y 450 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Sarcoma.Tumor cerebral.Retinoblastoma.Cáncer avanzado de vejiga.Tumores germinales.Cáncer de pulmón.Cáncer de mamá.Cáncer neuroendócrino.Cáncer de cabeza y cuello.Cáncer del canal anal.Osteosarcoma.Linfoma No Hodgkin.Cáncer de endometrio.Cáncer de cérvix.Mesotelioma.Cáncer metastásico primario de origen desconocido.Tumores pediátricos.",""
"L01XA03","Oxaliplatino","Liquido parenteral/Solido parenteral","50 mg y 100 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Tumores malignos gastrointestinales.Linfoma No Hodgkin.",""
"L01XB01","Procarbazina","Solido oral","50 mg","E (p) Especialista, Protocolo","","1","1","O        Oral","Indicación general: Linfoma de Hodgkin.Oligodendroglioma.",""
"L01XF01","Ácido Trans Retinoico  (Tretinoína)*","Solido oral","10 mg","HE     Hospitalario Especialista","","1","1","O        Oral","Indicación exclusiva: Leucemia promielocitica aguda (LPA), en pacientes de nuevo diagnóstico, recidivantes o refractarios a la quimioterapia.",""
"L01XG01","Bortezomib*","Solido parenteral","3,5 mg","E    Especialista","","1","1","P         Parenteral","Indicación exclusiva: Mieloma múltiple.",""
"L01XK01","Olaparib*","Solido oral","50 mg - 150 mg","HE (p) Hospitalario Especialista Protocolo","","","1","O        Oral","Indicación aprobada en la 11ª Revisión del CNMB: Tratamiento de pacientes con cáncer de ovario, epitelial, seroso de alto grado, recién diagnosticado en estadío III-IV con mutaciones BRCA 1/2 germinales o somáticas tras haber completado una primera línea de quimioterapia basada en platino.",""
"L01XX02","Asparaginasa","Solido parenteral","10.000 UI","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Tratamiento de leucemia linfocítica aguda en pacientes pediátricos (desde el nacimiento) y en adultos.",""
"L01XX05","Hidroxicarbamida  (hidroxiurea)","Solido oral","500 mg","E (p) Especialista, Protocolo","","1","1","O        Oral","Indicación general: Síndromes mieloproliferativos crónicos, anemia drepanocítica (Hbs) severa.",""
"L02AE02","Leuprorelina","Liquido parenteral/Solido parenteral","3,75 mg - 11,25 mg","E (p) Especialista, Protocolo","","1","1","P         Parenteral","Indicación general: Cáncer de próstata.Endometriosis.Pubertad central precoz.Cáncer de mama.",""
"L02AE04","Triptorelina*","Solido parenteral","3,75 mg - 22,5 mg","HE (p) Hospitalario Especialista Protocolo","","","1","P(IM) Parenteral (Intramuscular)","Indicación aprobada en la 11ª Revisión del CNMB: Tratamiento de pacientes con diagnóstico de cáncer de próstata hormono-sensible localmente avanzado y metastásico.",""
"L02BA01","Tamoxifeno*","Solido oral","10 mg - 20 mg","E (p) Especialista, Protocolo","","1","1","O        Oral","Indicación exclusiva: Uso exclusivo en mujeres con cáncer de mama receptores hormonales positivos.",""
"L02BA03","Fulvestrant*","Liquido parenteral","50 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación exclusiva:Pacientes post-menopaúsicas con cáncer de mama localmente avanzado o metastásico cuyos receptores hormonales son positivos y que hayan tenido una recurrencia o progresión luego del uso de anti-estrógenos y luego del uso de inhibidores de aromatasa.",""
"L02BB01","Flutamida","Solido oral","250 mg","E (p) Especialista, Protocolo","","1","1","O        Oral","Indicación general: Cáncer de próstata.",""
"L02BB03","Bicalutamida*","Solido oral","50 mg","E    Especialista","","1","1","O        Oral","Indicación exclusiva: Cáncer de próstata metastásico.",""
"L02BB04","Enzalutamida*","Solido oral","40 mg","E    Especialista","","1","1","O        Oral","Indicación exclusiva:  Tratamiento de pacientes con cácner de pr+ostata resistente a la castración ( CPRC) sin metástasis (M0). 11a. rev. Tratamiento en pacientes con cácner de próstata resistente a la castración metastásico. 11a. rev. Cáncer de próstata metastásico resistente a la castración, no resecable que han progresado a pesar de la terapia de deprivación androgénica, en pacientes con Karnofsky mayor a 70%. 1oma. rev.",""
